titulo,isbn,autores,editora,dataPublicacao,idioma,numeroPaginas
The Lean Startup - Nível Iniciante,9785478781354,J.R.R. Tolkien;Ralph Ellison,Prentice Hall,2001-11-10,eng,377
Cosmicomics - Edição Definitiva,9783783699692,Mark Richards;Kay Redfield Jamison,Objetiva,1956-12-28,eng,671
The Mythical Man-Month - 2019,9783432779201,Len Bass,Scribner,1907-01-19,eng,635
Fahrenheit 451 - 4ª Edição,9782363773135,Clarice Lispector,HarperCollins,1916-10-13,eng,1331
Life 3.0 - in Action,9788344972757,Charles Duhigg,Signet Classic,1970-09-26,eng,262
Mindfulness - Best Practices,9781699729175,Nassim Nicholas Taleb,Martins Fontes,1977-12-28,fra,750
The Martian - 5ª Edição,9782411544991,Daniel Kahneman;Ursula K. Le Guin,Intrínseca,2011-09-20,por,275
O Gene Egoísta - Edição Especial,9786139796731,Roger Penrose,Sams Publishing,2004-08-28,por,1197
Code Breaker - 2016,9786614805415,Len Bass,Farrar Straus and Giroux,1920-05-01,eng,786
Design Patterns - 6ª Edição,9783124520241,Aldous Huxley,Apress,1996-01-21,kor,1328
Domain-Driven Design - Parte 1,9785919236801,Frederick Brooks,Harvard University Press,1915-03-22,eng,1183
Invisible Man - Cookbook,9783959686198,Baron Schwartz;Clarice Lispector;Carol Dweck,Little Brown,1941-11-08,eng,117
Kubernetes in Action - Vol. 4,9788510523899,Fyodor Dostoevsky,HarperCollins,1983-01-21,fra,1153
Como Fazer Amigos e Influenciar Pessoas - Tomo III,9781334374111,Ralph Ellison,Packt Publishing,1973-10-23,eng,995
Shape Up - 3ª Edição,9783785796733,Clarice Lispector,Pragmatic Bookshelf,2023-06-07,eng,308
Sapiens,9780672820953,Neal Ford,Cambridge University Press,1994-02-22,ita,1013
The Cherry Orchard - Cookbook,9782761219679,Günter Grass,Scribner,1954-05-03,por,518
Ready Player One - Edição Ilustrada,9783706530613,Aurélien Géron;Robert C. Martin;Dan Ariely,O'Reilly Media,2013-12-05,por,265
Dead Souls - Edição Comemorativa,9786760097146,Douglas Adams;William Gibson;Clayton Christensen,Anchor Books,1945-09-10,rus,1436
Good to Great - Advanced Topics,9786990564630,Don DeLillo;Neal Stephenson,Del Rey,1936-01-10,eng,1295
Thinking Fast and Slow - Tomo I,9788680492797,Thomas Mann;Robert Tibshirani,Scribner,1935-10-07,eng,1287
The Double Helix - Vol. 5,9787750328158,Martin Fowler;Roger Penrose;William Faulkner,Alfaguara,1931-05-13,eng,1332
A Random Walk Down Wall Street - 2020,9784793046001,Carl Sagan;Max Tegmark;Italo Calvino,Tor Books,1925-07-23,eng,1384
Structure and Interpretation of Computer Programs - Guia Prático,9788544676370,Frank Herbert,Record,2021-01-27,deu,759
Thinking Fast and Slow - Parte 2,9781654485870,Carl Sagan,Leya,1934-08-08,eng,1399
Freakonomics - in Depth,9788180341755,Brendan Burns,Penguin Books,1955-11-28,spa,609
Como Fazer Amigos e Influenciar Pessoas - 2021,9789508134790,Günter Grass;Ian Goodfellow,Simon & Schuster,1996-10-08,eng,1449
Predictably Irrational - Advanced Topics,9781080190737,Betsy Beyer;Yuval Noah Harari,No Starch Press,1984-02-12,kor,967
The Lean Startup - Vol. 3,9786010612235,Cal Newport,Little Brown,1927-04-15,por,634
Cem Anos de Solidão - Edição Definitiva,9781247964911,Steven Pinker,Little Brown,1936-04-01,jpn,654
The Gifts of Imperfection - Guia Completo,9788389120199,Charles Duhigg,Little Brown,1947-07-04,por,1425
The Gene - 2016,9781339204727,John Steinbeck;Brian Greene;Wes McKinney,Springer,1913-05-17,por,364
Admirável Mundo Novo - Tomo II,9789032459727,Aldous Huxley;Isabel Allende,Harvard University Press,1915-05-26,por,523
Neuromancer - Edição Especial,9786915336212,Orson Scott Card;Ernest Hemingway;Günter Grass,Record,1972-08-27,eng,1098
Designing Data-Intensive Applications,9781713805885,Johann Hari,Rocco,1957-03-16,kor,1123
Vidas Secas - Tomo III,9782227338296,Seth Godin,Pragmatic Bookshelf,1913-01-18,por,958
2001 A Space Odyssey - The Complete Guide,9785190555226,Toni Morrison,Springer,1971-05-24,eng,679
A Revolução dos Bichos - Handbook,9788223811443,Aldous Huxley,Houghton Mifflin,1994-06-17,por,79
The Tin Drum - Parte 2,9780012173732,Angela Duckworth,Manning Publications,1919-09-15,por,1306
A Origem das Espécies - Vol. 1,9789621638496,Carol Dweck,Springer,1903-05-25,deu,202
White Noise - For Beginners,9782899641359,Ivan Turgenev,Orbit,1949-06-19,eng,363
Zero to One - 2018,9782170368050,Fyodor Dostoevsky,Norton,1976-10-04,eng,107
Cosmos - 6ª Edição,9780362351941,Dan Simmons,Scribner,1939-11-20,ita,631
The Lean Startup - 2020,9786802589110,Frederick Brooks;David Foster Wallace,Record,2001-11-01,por,1212
Docker Deep Dive - Edição Atualizada,9782837802576,Baron Schwartz;Aldous Huxley,Pragmatic Bookshelf,1949-12-05,por,57
Java Concurrency in Practice - 2017,9782362162817,Yoshua Bengio,Apress,1910-05-07,rus,111
When Breath Becomes Air - Best Practices,9789092781509,Carl Sagan;Kent Beck,Wiley,1943-05-14,kor,223
Dead Souls - 2021,9780702005855,Bessel van der Kolk;Kief Morris,Wiley,1915-11-28,por,140
The Bell Jar - Step by Step,9781118945513,Donald Knuth;Ralph Ellison,Yale University Press,1973-05-13,eng,1052
As 48 Leis do Poder - Vol. 3,9786766522697,Erich Gamma,Anchor Books,2011-07-10,eng,1279
O Hobbit - Edição Ampliada,9783951202266,Frederick Brooks,O'Reilly Media,2014-05-11,por,591
The Cherry Orchard - Guia Prático,9783660388251,Johann Hari,Houghton Mifflin,2022-11-22,por,861
A Revolução dos Bichos - 6ª Edição,9782048230359,Steven Pinker;Eric Evans,Wiley,1930-07-21,spa,880
The Aleph - Nível Intermediário,9785748249249,Dan Ariely;Frank Herbert,Simon & Schuster,2021-08-05,por,1066
Measure What Matters - Applied,9786607381223,Neil deGrasse Tyson;Kent Beck,Vintage Books,1961-11-15,jpn,1077
The Hard Thing About Hard Things - Nível Iniciante,9783058719568,Brendan Burns;Yoshua Bengio,Packt Publishing,1990-12-15,eng,713
A República - Manual do Desenvolvedor,9788617843555,Roger Penrose,Random House,1915-03-27,eng,1381
Macunaíma - Nível Avançado,9784411889881,Christopher Bishop,Yale University Press,1976-02-24,por,1070
Orgulho e Preconceito - Applied,9786873476920,Robert Tibshirani,Knopf,2004-10-20,eng,872
The Aleph - 2022,9785553999131,Kevin Wayne,Del Rey,1914-02-02,por,685
Vidas Secas - Cookbook,9784581735971,Johann Hari;William Faulkner,Pearson,1963-01-15,por,1400
Blood Meridian - Vol. 2,9785974244179,Richard Dawkins,O'Reilly Media,2001-03-04,spa,962
Grande Sertão Veredas,9780661427408,Thomas Mann,MIT Press,1946-04-05,zho,1010
Oblomov - Tomo II,9787408859348,J.R.R. Tolkien,Norton,1943-09-10,eng,744
A Arte da Sedução - Advanced Topics,9788389603395,J.R.R. Tolkien;Siddhartha Mukherjee,Planeta,2015-04-22,por,261
Neuromancer - Vol. 1,9780332207421,Stuart Russell,Cambridge University Press,1940-08-19,por,1174
Memórias Póstumas de Brás Cubas - 3ª Edição,9789973517432,Neal Ford,Knopf,1980-06-28,eng,116
The Body Keeps the Score - 2019,9789064501593,Arthur C. Clarke;Ralph Ellison;Mário de Andrade,Cosac Naify,1992-03-28,fra,567
Introduction to Algorithms - in Action,9787762775032,Andy Weir;Carol Dweck,Orbit,1944-01-01,por,1325
O Gene Egoísta - Reference,9787373567576,Angela Duckworth,Planeta,1979-01-26,eng,1341
Ulisses - Tomo III,9789912462472,Marcel Proust,Intrínseca,1984-10-12,por,988
The Gifts of Imperfection - Reference,9783142199658,Robert C. Martin;Neal Ford,Bantam Spectra,1988-08-20,jpn,788
Pálido Ponto Azul - Edição Clássica,9782554783448,F. Scott Fitzgerald;H.G. Wells,Orbit,1978-06-01,eng,1255
2001 A Space Odyssey - Edição de Bolso,9781072983361,Aurélien Géron,Pearson,2021-12-27,por,120
Being Mortal - Parte 3,9787832023612,Adam Grant,Planeta,1957-08-17,por,219
The Black Swan - Edição Definitiva,9784024880374,Nassim Nicholas Taleb,Little Brown,1971-11-13,por,494
The Time Machine - 2018,9788828196839,Marcel Proust,Intrínseca,1964-07-24,ita,373
Ética a Nicômaco - Handbook,9785385957101,Viktor Frankl;Martin Fowler,St. Martin's Press,1926-03-22,por,1482
Dare to Lead - Vol. 2,9786355062955,Eric Evans,O'Reilly Media,2001-09-18,eng,287
Influence - 2021,9788964076996,James Watson,Apress,1990-08-22,deu,560
The C Programming Language - Vol. 4,9783092730987,Mário de Andrade,Leya,1978-06-04,zho,1140
Antifragile - Edição Revisada,9786682879066,Italo Calvino;Robert Cialdini,Yale University Press,1980-11-18,eng,78
Good to Great - 2024,9785195418816,Neal Stephenson,Packt Publishing,1984-04-22,por,821
Security Analysis - 3ª Edição,9783955536435,Robert Tibshirani;Cal Newport,Crown,2000-05-27,por,537
Introduction to the Theory of Computation - Tomo III,9780658625176,Viktor Frankl,O'Reilly Media,1924-05-06,eng,902
Domain-Driven Design - Fundamentals,9786172112284,Gabriel García Márquez;Isaac Asimov,MIT Press,1901-05-23,eng,1435
O Senhor dos Anéis - 2020,9780421550285,Nassim Nicholas Taleb,Packt Publishing,2000-04-06,por,693
Admirável Mundo Novo - 6ª Edição,9783049431363,Mark Richards;Machado de Assis,Crown,1967-09-26,por,1245
Terraform in Practice - 4ª Edição,9789157200433,Peter Thiel,Crown,1901-08-21,por,691
O Sol Também Se Levanta - Parte 1,9789053071595,Jim Collins;Aurélien Géron,Leya,1974-09-08,por,178
Dune - 2022,9784186909258,Erich Gamma,Puffin Books,1956-07-21,por,1261
Dom Casmurro - For Beginners,9789358247688,Neal Ford,Scribner,1910-11-17,ita,1232
The Black Swan - Edição de Bolso,9788769805708,Juan Rulfo,Doubleday,1971-02-14,fra,1177
No Rules Rules - 2023,9788108450422,Carol Dweck,Sams Publishing,2003-05-26,fra,1032
Pattern Recognition and Machine Learning - Edição Especial,9786872378270,Jonathan Franzen,Cambridge University Press,1949-11-15,spa,1135
Hands-On Machine Learning - Guia Prático,9787525775712,David Foster Wallace;Suzanne Collins;Frank Herbert,Princeton University Press,1927-12-10,spa,51
The Elements of Statistical Learning - Tomo II,9781907939426,Kay Redfield Jamison,Anchor Books,2008-12-10,fra,442
Pálido Ponto Azul - Vol. 3,9785189163920,Jorge Luis Borges,Cosac Naify,1917-02-03,eng,531
Enlightenment Now - 2ª Edição,9781428612112,Marcel Proust;Christopher Bishop,Signet Classic,1909-01-18,rus,745
Python for Data Analysis - Edição Anotada,9786569983756,James Watson,Record,2024-07-26,eng,1392
Estoicismo - The Complete Guide,9784376439800,Hans Rosling;Clarice Lispector,McGraw-Hill,2013-10-03,eng,1057
Rich Dad Poor Dad - Edição Ampliada,9785005048011,Eric Evans,Record,2002-10-01,eng,1230
Dom Quixote - Guia Completo,9784936395850,Eric Evans;Andy Weir,Doubleday,2012-04-27,eng,280
The Tin Drum - Fundamentals,9789631937992,Thomas Pynchon;Peter Norvig,Alfaguara,1945-10-06,spa,1172
The Castle - 2016,9789079935697,Kurt Vonnegut,Addison-Wesley,2022-11-16,deu,1174
The Left Hand of Darkness - Edição Ampliada,9785696811239,Suzanne Collins,Scribner,1956-09-23,por,891
Measure What Matters - Nível Intermediário,9780073584317,Robert Sedgewick;Douglas Hofstadter,Puffin Books,1932-01-06,eng,1436
Maybe You Should Talk to Someone - 2023,9784518576370,Seth Godin,Wiley,2018-10-02,por,923
Effective Java - Manual do Desenvolvedor,9786590139054,F. Scott Fitzgerald;Juan Rulfo,Orbit,2009-07-01,eng,758
When Breath Becomes Air - Edição Bilíngue,9788159881619,Neil Gaiman,Yale University Press,2011-11-27,kor,474
Flash Boys - Vol. 5,9780116987327,William Faulkner;Steve McConnell,No Starch Press,1994-03-09,eng,709
PostgreSQL Up and Running - Parte 1,9785936931956,Toni Morrison;Kurt Vonnegut,Penguin Books,1925-07-17,eng,925
Code Complete - Edição de Bolso,9780420883018,Wes McKinney,Manning Publications,1930-07-27,jpn,884
A Wizard of Earthsea - Edição Integral,9782925882527,Max Tegmark,Prentice Hall,1968-05-04,por,652
Crime e Castigo - Edição Crítica,9788711039380,Martin Kleppmann;Toni Morrison;Peter Thiel,Little Brown,1927-05-02,eng,946
The Left Hand of Darkness - Tomo III,9785913863287,Anton Chekhov,Martins Fontes,1924-01-19,por,449
Competitive Programming - Nível Intermediário,9786722709025,Frank Herbert,Bantam Spectra,1969-11-04,eng,147
Pálido Ponto Azul - Edição Ampliada,9783511958312,Max Tegmark;Michael Lewis;Leo Tolstoy,Leya,1988-10-01,por,1127
Effective Java - Edição Ampliada,9788881301157,Robert Tibshirani,Cosac Naify,1974-11-22,eng,190
Accelerate - Guia Completo,9789728883508,Daniel Kahneman,Iluminuras,2006-09-17,por,1271
Guerra e Paz - Edição Anotada,9788105633675,Richard Feynman,Pearson,2019-05-19,por,1494
Sapiens - Tomo III,9782521871086,Max Tegmark,Apress,1992-12-02,eng,837
The Innovator's Dilemma - 2020,9785609167392,Martin Fowler,O'Reilly Media,1934-12-22,eng,716
The Innovator's Dilemma - 6ª Edição,9786263504356,Ralph Ellison,Wiley,1956-07-28,por,740
The Gifts of Imperfection - Step by Step,9789339582982,Alex Xu,Penguin Books,1927-02-13,fra,87
Os Irmãos Karamazov - Nível Avançado,9786330270528,Neal Ford;Richard Feynman;Peter Thiel,Little Brown,1904-04-10,spa,644
Homo Deus - Edição Clássica,9780735730618,Robert Sedgewick,Princeton University Press,1997-06-18,jpn,314
The Left Hand of Darkness - Nova Edição,9781707349302,Robert C. Martin,Martins Fontes,2010-02-24,eng,362
Accelerate - Fundamentals,9780710562388,Marcel Proust,Random House,1931-11-15,por,1309
Crítica da Razão Pura,9789931915249,James Clear,Del Rey,1908-12-18,eng,588
Zero to One - Vol. 2,9789011164222,Milton Hatoum,Rocco,1985-12-20,jpn,608
Measure What Matters - Patterns and Practices,9784735491791,Steve McConnell,Tor Books,1919-02-18,eng,1348
The Time Machine - 2024,9789756258903,João Guimarães Rosa;Brian Greene,Little Brown,1908-06-23,eng,1285
Database Internals - Guia Completo,9782110244703,Ernest Hemingway,Rocco,2010-11-24,eng,1143
Code Breaker - Nível Intermediário,9780982558317,Nikolai Gogol,Vintage Books,1925-05-18,por,68
Clean Architecture - Advanced Topics,9784786439483,Nick Bostrom;Umberto Eco;Suzanne Collins,Vintage Books,1989-10-05,por,520
Sapiens - Advanced Topics,9788371683428,Donald Knuth,Knopf,1969-06-03,eng,550
The Lean Startup - Vol. 1,9787699724196,Chris Richardson;Chico Buarque,Houghton Mifflin,1978-11-23,eng,1443
Zero to One - 2016,9785926129493,Len Bass,Bloom,1928-10-01,spa,870
The C Programming Language - Vol. 5,9786375464333,Franz Kafka,Companhia das Letras,1999-08-01,eng,760
Incognito - A Deep Dive,9782455539526,Chris Richardson,Little Brown,1968-09-15,eng,529
Além do Bem e do Mal - Edição Especial,9786956567316,Jennifer Doudna;William Faulkner,Norton,2006-11-15,spa,943
The Bell Jar - Handbook,9782471792806,Toni Morrison,Prentice Hall,1910-09-05,fra,623
Cosmos - Edição Ampliada,9781836369912,Robert Tibshirani,Crown,1958-08-12,deu,1027
Invisible Man - 2023,9787679534036,Suzanne Collins,Prentice Hall,1901-07-07,kor,931
Test Driven Development - 2016,9789192596546,Viktor Frankl;James Clear,Anchor Books,1934-02-25,eng,1470
Measure What Matters - 2023,9780165807133,Frederick Brooks,Oxford University Press,1904-07-23,eng,1432
Cosmicomics - Nova Edição,9787961524875,Leo Tolstoy;William Gibson,Sams Publishing,1989-09-18,por,630
O Sol Também Se Levanta - Nova Edição,9787440936038,Christopher Bishop,Cosac Naify,2023-07-26,eng,1486
Dead Souls - Edição Especial,9787254355735,Douglas Adams,Planeta,1997-04-21,spa,1282
Cosmicomics - 2018,9787543147522,Martin Fowler;Christopher Bishop;Ralph Ellison,Crown,1910-12-27,por,546
Deep Learning - Tomo II,9786759988707,Mário de Andrade;Jorge Luis Borges;Malcolm Gladwell,Cambridge University Press,1989-03-28,eng,516
The Immortal Life of Henrietta Lacks - Vol. 4,9781246190304,Brené Brown,Anchor Books,1906-08-27,eng,973
Code Breaker - Nova Edição,9780692464175,Angela Duckworth,Rocco,1977-12-19,por,1471
O Processo - Reference,9786996100795,Charles Duhigg,Farrar Straus and Giroux,2012-10-11,spa,369
A Arte da Guerra - Edição Ampliada,9784865265750,Richard Dawkins,Companhia das Letras,1905-12-13,por,776
Siddhartha - Nível Iniciante,9784324889671,Frederick Brooks,Wiley,1942-10-25,eng,281
The Gifts of Imperfection - Edição Atualizada,9780534656782,Brendan Burns;Kief Morris,Record,1930-08-01,spa,1119
Memórias Póstumas de Brás Cubas - Applied,9784923538598,Baron Schwartz,Manning Publications,1958-11-09,eng,1171
A Metamorfose - Fundamentals,9786038309285,Betsy Beyer,Random House,1960-08-10,jpn,1380
No Rules Rules - 2024,9787742071352,Michio Kaku;Mark Richards,Knopf,1900-12-20,eng,626
Gödel Escher Bach - Essentials,9781782232179,Mark Richards,Martins Fontes,1948-08-16,por,1399
As 48 Leis do Poder - Manual do Desenvolvedor,9788764823110,John Steinbeck;Frank Herbert,Pragmatic Bookshelf,2024-09-20,eng,1071
Freakonomics - Vol. 1,9782383281948,Richard Feynman,Princeton University Press,1914-05-20,kor,753
Competitive Programming - Tomo I,9782521955229,Sam Newman;Ernest Hemingway,Vintage Books,1969-07-03,por,458
Artificial Intelligence A Modern Approach - Tomo III,9789000579723,J.R.R. Tolkien,Record,1911-06-06,por,451
The Hunger Games - Tomo II,9786087837678,Chico Buarque,No Starch Press,1913-11-06,rus,165
Anathem - Edição Integral,9782051272872,Douglas Adams;Kevin Wayne,O'Reilly Media,1918-11-12,eng,1288
São Bernardo - 2016,9781433412172,William Faulkner;Kent Beck,Penguin Books,1927-02-06,spa,1015
System Design Interview - Vol. 1,9786849078103,Baron Schwartz;Jonathan Franzen,Princeton University Press,1960-12-03,fra,918
Assim Falou Zaratustra - 4ª Edição,9785987315514,Max Tegmark,Cosac Naify,1954-10-22,eng,915
Rework - Vol. 5,9784070882018,Isaac Asimov,Del Rey,1903-08-04,eng,648
Designing Data-Intensive Applications - 2019,9785384566946,Trevor Hastie;Wes McKinney,Crown,1925-07-06,eng,1062
Invisible Cities - Nova Edição,9785147438572,Jonathan Franzen;Clayton Christensen,Sams Publishing,1902-05-19,por,422
Harry Potter e a Pedra Filosofal - Illustrated,9783430013482,Steve McConnell;Steven Pinker;Machado de Assis,Springer,2019-02-18,por,1216
Man's Search for Meaning - Nível Intermediário,9782712542726,Andy Weir;Isaac Asimov;Clayton Christensen,No Starch Press,1919-03-13,deu,616
Structure and Interpretation of Computer Programs - 2020,9780062287892,Kurt Vonnegut,Scribner,1972-09-07,eng,798
No Country for Old Men - 2019,9782587106092,Joseph Heller,Companhia das Letras,2008-11-07,eng,174
Domain-Driven Design - 2017,9780695912536,Umberto Eco,Leya,1903-04-11,spa,592
The Martian - in Depth,9780752217093,Michio Kaku,Martins Fontes,2013-12-04,jpn,793
Man's Search for Meaning - 2018,9782895819028,William Faulkner,HarperCollins,1925-02-27,por,1454
Superintelligence - 2ª Edição,9787135132431,Yoshua Bengio,Princeton University Press,2024-05-03,eng,748
O Gene Egoísta - Nível Intermediário,9787173708803,Richard Dawkins,Harvard University Press,1930-01-13,por,308
Surely You're Joking Mr. Feynman - Guia Completo,9789000473106,Alex Xu,Addison-Wesley,1929-03-16,eng,1280
The Tin Drum - Patterns and Practices,9788287820849,Kay Redfield Jamison,Harvard University Press,2017-01-02,fra,653
When Genius Failed - Nível Intermediário,9781434959690,Steven Skiena;Kent Beck,Bloom,1982-01-19,eng,1182
Crime e Castigo - 2023,9786864998691,Bessel van der Kolk;Machado de Assis,Record,2018-05-14,spa,209
